Country,Year,World bank region,Birth Rate,Death Rate,Fertility Rate,"Life Expectancy at Birth, Female","Life Expectancy at Birth, Male","Life Expectancy at Birth, Total",Mobile Cellular Subscriptions per 100 People,Telephone Lines per 100 People,Agricultural Land Percent,Arable Land Percent,Urban Population Percent,Color
Albania,1987,Europe & Central Asia,26.951,5.567,3.177,74.488,69.04,71.69756098,0,1.106815612,40.54744526,21.49635036,35.35,#FFFF00
Albania,1988,Europe & Central Asia,26.595,5.54,3.126,74.741,69.12,71.86195122,0,1.107177215,40.54744526,21.53284672,35.619,#FFFF00
Albania,1989,Europe & Central Asia,26.19,5.558,3.075,74.902,69.145,71.95329268,0,1.108968438,40.76642336,21.53284672,35.888,#FFFF00
Albania,1990,Europe & Central Asia,25.732,5.616,3.023,74.978,69.122,71.97858537,0,1.132355464,40.51094891,21.24087591,36.158,#FFFF00
Albania,1991,Europe & Central Asia,25.225,5.705,2.97,74.989,69.07,71.95731707,0,1.160469085,40.91240876,21.13138686,36.428,#FFFF00
Albania,1992,Europe & Central Asia,24.687,5.808,2.917,74.967,69.015,71.91841463,0,1.199504128,41.13138686,21.09489051,36.7,#FFFF00
Albania,1993,Europe & Central Asia,24.14,5.906,2.867,74.954,68.993,71.90080488,0,1.301126997,41.13138686,21.09489051,37.249,#FFFF00
Albania,1994,Europe & Central Asia,23.594,5.984,2.819,74.987,69.03,71.93585366,0,1.258310703,41.09489051,21.05839416,37.799,#FFFF00
Albania,1995,Europe & Central Asia,23.049,6.034,2.772,75.089,69.14,72.04195122,0,1.226226352,41.09489051,21.05839416,38.354,#FFFF00
Albania,1996,Europe & Central Asia,22.49,6.047,2.723,75.28,69.337,72.23602439,0,1.255264517,41.13138686,21.05839416,38.911,#FFFF00
Albania,1997,Europe & Central Asia,21.896,6.02,2.67,75.576,69.624,72.52741463,0.068840778,1.911079863,41.27737226,21.05839416,39.473,#FFFF00
Albania,1998,Europe & Central Asia,21.249,5.962,2.611,75.96,69.982,72.89809756,0.099059921,2.605576113,41.42335766,21.09489051,40.035,#FFFF00
Albania,1999,Europe & Central Asia,20.539,5.886,2.543,76.41,70.39,73.32658537,0.168397958,3.478470321,41.56934307,21.05839416,40.601,#FFFF00
Albania,2000,Europe & Central Asia,19.77,5.802,2.467,76.906,70.829,73.79339024,0.331772024,4.231298869,41.78832117,21.05839416,41.169,#FFFF00
Albania,2001,Europe & Central Asia,18.938,5.727,2.383,77.419,71.275,74.27207317,0.901406013,4.61995166,41.75182482,21.09489051,41.741,#FFFF00
Albania,2002,Europe & Central Asia,18.046,5.677,2.291,77.917,71.703,74.73421951,11.94887288,6.010071562,41.56934307,21.09489051,42.435,#FFFF00
Albania,2003,Europe & Central Asia,17.118,5.663,2.195,78.373,72.096,75.15795122,26.07553141,6.741030446,41.60583942,21.09489051,43.501,#FFFF00
Albania,2004,Europe & Central Asia,16.188,5.691,2.097,78.769,72.444,75.52936585,33.95706284,7.871864567,40.91240876,21.09489051,44.573,#FFFF00
Albania,2005,Europe & Central Asia,15.29,5.763,2.004,79.094,72.739,75.839,39.16395669,8.536697223,40.94890511,21.09489051,45.651,#FFFF00
Albania,2006,Europe & Central Asia,14.474,5.873,1.919,79.349,72.985,76.08939024,47.87802749,8.728462234,39.30656934,19.6350365,46.731,#FFFF00
Albania,2007,Europe & Central Asia,13.788,6.013,1.849,79.544,73.192,76.29053659,60.06734238,8.05139558,40.87591241,21.31386861,47.815,#FFFF00
Albania,2008,Europe & Central Asia,13.255,6.167,1.796,79.705,73.379,76.46485366,73.35038415,9.475014702,40.83941606,21.09489051,48.902,#FFFF00
Albania,2009,Europe & Central Asia,12.885,6.321,1.761,79.853,73.565,76.63231707,58.91235149,10.88481687,43.10218978,22.26277372,49.991,#FFFF00
Albania,2010,Europe & Central Asia,12.674,6.466,1.744,79.999,73.757,76.80187805,78.1845877,11.51947601,43.84306569,22.22627737,51.076,#FFFF00
Albania,2011,Europe & Central Asia,12.607,6.596,1.741,80.149,73.959,76.9785122,85.468247,10.57304383,43.84306569,22.84671533,52.163,#FFFF00
Albania,2012,Europe & Central Asia,12.651,6.71,1.748,80.304,74.172,77.16321951,98.29153459,10.74370863,43.83211679,22.70072993,53.247,#FFFF00
Albania,2013,Europe & Central Asia,12.756,6.812,1.76,80.46,74.389,77.35046341,110.6865316,9.866913677,43.84306569,22.59489051,54.33,#FFFF00
Turkey,1980,Europe & Central Asia,35.889,11.638,4.483,61.435,54.815,58.04426829,0,2.545041229,50.53337318,33.49401661,43.355,#FFFF00
Turkey,1981,Europe & Central Asia,35.21,11.263,4.361,62.153,55.395,58.69158537,0,2.614192798,50.12668425,32.94310253,43.78,#FFFF00
Turkey,1982,Europe & Central Asia,34.468,10.895,4.239,62.849,55.971,59.32612195,0,2.89641665,50.17086132,33.11071554,45.189,#FFFF00
Turkey,1983,Europe & Central Asia,33.642,10.533,4.114,63.518,56.545,59.94646341,0,3.265313621,48.32322025,31.4423814,46.997,#FFFF00
Turkey,1984,Europe & Central Asia,32.728,10.18,3.982,64.158,57.119,60.55265854,0,3.554566549,47.70863922,30.7888206,48.812,#FFFF00
Turkey,1985,Europe & Central Asia,31.741,9.84,3.844,64.768,57.691,61.14319512,0,4.032324356,48.87153567,31.83607708,50.634,#FFFF00
Turkey,1986,Europe & Central Asia,30.707,9.516,3.704,65.35,58.252,61.71443902,0,4.570906481,49.54328703,31.95691436,52.448,#FFFF00
Turkey,1987,Europe & Central Asia,29.659,9.212,3.563,65.905,58.793,62.26226829,0.000727281,5.538525441,50.00194899,31.90883931,53.93,#FFFF00
Turkey,1988,Europe & Central Asia,28.64,8.93,3.427,66.441,59.308,62.7875122,0.009969069,7.224930606,51.2285124,32.43636553,55.261,#FFFF00
Turkey,1989,Europe & Central Asia,27.684,8.671,3.3,66.968,59.796,63.29453659,0.018888992,9.421304086,51.015423,32.20508556,56.587,#FFFF00
Turkey,1990,Europe & Central Asia,26.813,8.433,3.183,67.494,60.263,63.79031707,0.029408771,11.04575242,51.83919546,32.32722217,57.899,#FFFF00
Turkey,1991,Europe & Central Asia,26.045,8.213,3.078,68.027,60.716,64.28234146,0.058911441,12.70767329,51.55334381,32.0244793,59.203,#FFFF00
Turkey,1992,Europe & Central Asia,25.386,8.007,2.987,68.58,61.167,64.78309756,0.087100576,14.84530497,52.06008082,32.04916648,59.976,#FFFF00
Turkey,1993,Europe & Central Asia,24.817,7.81,2.906,69.155,61.629,65.30021951,0.109996968,16.86008509,51.84829074,31.85166898,60.518,#FFFF00
Turkey,1994,Europe & Central Asia,24.316,7.618,2.835,69.748,62.114,65.83790244,0.148443728,19.2821909,51.85998467,31.80879124,61.055,#FFFF00
Turkey,1995,Europe & Central Asia,23.87,7.429,2.772,70.358,62.628,66.39873171,0.303364973,21.19644268,52.16662552,32.09984018,61.59,#FFFF00
Turkey,1996,Europe & Central Asia,23.462,7.242,2.715,70.975,63.179,66.98192683,0.746945781,22.43075804,51.31426789,32.03357457,62.123,#FFFF00
Turkey,1997,Europe & Central Asia,23.072,7.056,2.661,71.588,63.775,67.58621951,1.356502457,24.03411283,51.14665489,31.85166898,62.653,#FFFF00
Turkey,1998,Europe & Central Asia,22.685,6.876,2.609,72.182,64.407,68.19968293,2.666464566,25.80483242,50.98813716,31.56971532,63.179,#FFFF00
Turkey,1999,Europe & Central Asia,22.29,6.705,2.557,72.749,65.063,68.81226829,5.718854527,27.41394936,51.86778062,31.75421956,63.703,#FFFF00
Turkey,2000,Europe & Central Asia,21.881,6.543,2.506,73.284,65.731,69.41539024,13.04791761,28.77717306,52.36542235,31.54632746,64.223,#FFFF00
Turkey,2001,Europe & Central Asia,21.456,6.396,2.454,73.784,66.393,69.99836585,25.53785046,29.11803964,52.59540299,30.95773294,64.741,#FFFF00
Turkey,2002,Europe & Central Asia,21.021,6.265,2.404,74.254,67.026,70.55185366,30.53479924,29.4920412,53.23077323,30.9252498,65.332,#FFFF00
Turkey,2003,Europe & Central Asia,20.591,6.153,2.356,74.702,67.617,71.07309756,35.86941403,29.05157154,53.52701948,31.17601965,65.953,#FFFF00
Turkey,2004,Europe & Central Asia,20.176,6.059,2.311,75.135,68.155,71.55987805,42.29340126,28.68853313,52.80979172,30.36783909,66.569,#FFFF00
Turkey,2005,Europe & Central Asia,19.779,5.983,2.27,75.555,68.636,72.01112195,51.92193776,28.61093772,53.54521004,31.01620259,67.18,#FFFF00
Turkey,2006,Europe & Central Asia,19.403,5.923,2.234,75.962,69.063,72.42836585,64.3740778,28.01501031,53.56210127,30.96293024,67.783,#FFFF00
Turkey,2007,Europe & Central Asia,19.047,5.875,2.202,76.355,69.445,72.81573171,76.73832278,27.44080017,52.61359354,29.85980276,68.382,#FFFF00
Turkey,2008,Europe & Central Asia,18.706,5.837,2.173,76.734,69.799,73.18192683,89.17829733,26.18981185,51.3298598,28.55787846,68.975,#FFFF00
Turkey,2009,Europe & Central Asia,18.377,5.805,2.147,77.096,70.142,73.53419512,93.54864342,24.87397907,50.83221808,28.00696439,69.562,#FFFF00
Turkey,2010,Europe & Central Asia,18.058,5.776,2.123,77.442,70.48,73.87609756,88.12268708,23.20901929,50.55806037,27.74190195,70.141,#FFFF00
Turkey,2011,Europe & Central Asia,17.746,5.751,2.101,77.773,70.819,74.21119512,85.62758012,22.45913106,50.68929226,27.7847797,70.715,#FFFF00
Turkey,2012,Europe & Central Asia,17.439,5.729,2.08,78.09,71.16,74.5404878,89.41002295,20.82005142,49.69530814,26.68684953,71.282,#FFFF00
Turkey,2013,Europe & Central Asia,17.135,5.713,2.06,78.393,71.5,74.86243902,91.46374843,18.73001341,49.90320024,26.7362239,71.834,#FFFF00
France,1980,Europe & Central Asia,14,10.2,1.87,78,69.9,73.85121951,0,25.98802239,58.13728391,31.77881753,73.211,#FFFF00
France,1981,Europe & Central Asia,14,10.2,1.85,78.2,70.1,74.05121951,0,29.47280497,57.93274235,31.90848227,73.282,#FFFF00
France,1982,Europe & Central Asia,14.1,10.1,1.85,78.5,70.3,74.3,0,32.73426474,57.86882312,32.00710051,73.352,#FFFF00
France,1983,Europe & Central Asia,14.2,10,1.86,78.7,70.5,74.5,0,35.74521337,57.7939463,32.2353835,73.425,#FFFF00
France,1984,Europe & Central Asia,14.2,10,1.86,79,70.8,74.8,0,38.21702243,57.64601893,32.26825625,73.5,#FFFF00
France,1985,Europe & Central Asia,14.3,9.9,1.86,79.2,71,75,0,40.07764794,57.54192189,32.52393319,73.575,#FFFF00
France,1986,Europe & Central Asia,14.2,9.8,1.86,79.5,71.3,75.3,0,41.5605779,57.42138847,32.73212727,73.65,#FFFF00
France,1987,Europe & Central Asia,14.1,9.7,1.85,79.8,71.6,75.6,0.016252546,42.91730305,57.33555407,32.86909706,73.725,#FFFF00
France,1988,Europe & Central Asia,14,9.6,1.83,80,71.8,75.8,0.070046716,44.2833076,57.25885099,33.17773565,73.8,#FFFF00
France,1989,Europe & Central Asia,13.8,9.5,1.81,80.3,72.1,76.1,0.174653362,45.87338448,56.30371499,32.53123824,73.875,#FFFF00
France,1990,Europe & Central Asia,13.6,9.4,1.79,80.6,72.3,76.34878049,0.315304135,47.61808582,56.14099488,32.34295044,73.95,#FFFF00
France,1991,Europe & Central Asia,13.4,9.3,1.77,80.8,72.6,76.6,0.498190672,49.40553029,55.8705252,32.4797376,74.056,#FFFF00
France,1992,Europe & Central Asia,13.2,9.2,1.75,81.1,72.8,76.84878049,0.656765549,50.96500664,55.67347133,32.56465887,74.229,#FFFF00
France,1993,Europe & Central Asia,13.1,9.2,1.74,81.3,73.1,77.1,0.761609496,52.49472367,55.48974918,32.59314859,74.401,#FFFF00
France,1994,Europe & Central Asia,13,9.2,1.73,81.5,73.3,77.3,0.993573197,53.67379682,55.31990664,32.93447731,74.572,#FFFF00
France,1995,Europe & Central Asia,12.5,9.1,1.73,81.9,73.6,77.64878049,1.527885256,54.85159978,55.16211744,33.04843617,74.743,#FFFF00
France,1996,Europe & Central Asia,12.8,9.1,1.74,81.9,73.8,77.75121951,2.24533597,55.8534425,55.06222081,33.18887586,74.912,#FFFF00
France,1997,Europe & Central Asia,12.8,9.1,1.75,82,74.1,77.95365854,4.230263986,56.5134548,54.96378519,33.24713368,75.082,#FFFF00
France,1998,Europe & Central Asia,12.7,9.1,1.77,82.3,74.5,78.30487805,9.958005642,57.68737905,54.86023603,33.36602346,75.25,#FFFF00
France,1999,Europe & Central Asia,12.8,9.1,1.78,82.6,74.8,78.60487805,19.11826072,58.15386546,54.7513907,33.4535015,75.417,#FFFF00
France,2000,Europe & Central Asia,12.9,9.1,1.81,82.7,75,78.75609756,36.39293613,57.54000222,54.65843387,33.51760336,75.614,#FFFF00
France,2001,Europe & Central Asia,13.3,8.9,1.89,83,75.3,79.05609756,49.06407866,57.39795467,54.53278692,33.51851649,75.871,#FFFF00
France,2002,Europe & Central Asia,13.1,8.8,1.9,83,75.5,79.15853659,62.07543084,57.18713034,54.38157227,33.50500214,76.127,#FFFF00
France,2003,Europe & Central Asia,12.9,8.8,1.88,83,75.7,79.26097561,64.25770241,56.82840569,53.96497891,33.68634397,76.38,#FFFF00
France,2004,Europe & Central Asia,12.8,9.1,1.89,82.7,75.7,79.11463415,68.89744917,56.0289481,54.20782588,33.70460314,76.632,#FFFF00
France,2005,Europe & Central Asia,12.8,8.3,1.92,83.8,76.7,80.16341463,73.01991391,55.24852188,54.06723027,33.70825497,76.883,#FFFF00
France,2006,Europe & Central Asia,12.8,8.5,1.94,83.8,76.7,80.16341463,78.26189586,54.85721435,53.95683453,33.81112369,77.13,#FFFF00
France,2007,Europe & Central Asia,13.1,8.3,2,84.5,77.3,80.81219512,83.53432024,55.17805502,53.87101486,33.74721543,77.377,#FFFF00
France,2008,Europe & Central Asia,12.8,8.3,1.98,84.8,77.6,81.11219512,88.98459991,55.93877096,53.71580908,33.65774386,77.621,#FFFF00
France,2009,Europe & Central Asia,12.9,8.5,2.01,84.8,77.8,81.21463415,92.67718212,56.11276293,53.53503999,33.48245262,77.864,#FFFF00
France,2010,Europe & Central Asia,12.8,8.5,2,85,78,81.41463415,92.09659575,65.08999016,53.43826462,33.49815579,78.106,#FFFF00
France,2011,Europe & Central Asia,12.9,8.5,2.03,85.3,78.2,81.66341463,91.38732973,64.24394061,53.22097652,33.54270898,78.345,#FFFF00
France,2012,Europe & Central Asia,12.6,8.4,2.01,85.7,78.7,82.11463415,94.0767743,63.49270059,53.11689735,33.54270898,78.584,#FFFF00
France,2013,Europe & Central Asia,12.6,8.7,2.01,86.1,79.2,82.56585366,97.37775287,62.05211962,52.66810456,33.40376689,78.82,#FFFF00
Norway,1960,Europe & Central Asia,29.416,11.2895,4.426,64.1465,61.575,62.82939024,33.39905902,6.473615772,53.64625759,26.40050933,47.577,#FFFF00
Norway,1961,Europe & Central Asia,17.3,9.1,2.85,75.87,71.34,73.5497561,0,12.69955243,28.2385279,14.37199705,49.92,#FFFF00
Norway,1962,Europe & Central Asia,17.3,9.2,2.94,76.05,71.17,73.5504878,0,13.288481,2.830798208,2.343484784,50.998,#FFFF00
Norway,1963,Europe & Central Asia,17.1,9.4,2.91,76.05,70.97,73.44804878,0,13.87740956,2.822585061,2.338009352,52.653,#FFFF00
Norway,1964,Europe & Central Asia,17.3,10.1,2.93,75.49,70.78,73.07756098,0,14.46633812,2.814371913,2.33253392,54.302,#FFFF00
Norway,1965,Europe & Central Asia,17.7,9.5,2.98,76.08,71.23,73.59585366,0,15.05526669,2.78973247,2.327058489,55.944,#FFFF00
Norway,1966,Europe & Central Asia,17.8,9.5,2.94,76.53,71.05,73.72317073,0,15.64419525,2.767830743,2.321583057,57.568,#FFFF00
Norway,1967,Europe & Central Asia,17.9,9.6,2.9,76.71,71.41,73.99536585,0,16.34587126,2.751404448,2.316107625,59.179,#FFFF00
Norway,1968,Europe & Central Asia,17.6,9.6,2.81,76.94,71.33,74.06658537,0,17.04754727,2.737715869,2.307894477,60.77,#FFFF00
Norway,1969,Europe & Central Asia,17.6,9.9,2.75,76.8,71.22,73.94195122,0,17.74922328,2.721289574,2.302419046,62.34,#FFFF00
Norway,1970,Europe & Central Asia,17.6,10.1,2.7,76.67,70.8,73.66341463,0,18.45089929,2.699387847,2.258615592,63.881,#FFFF00
Norway,1971,Europe & Central Asia,16.6,10,2.5,77.32,71.01,74.08804878,0,19.1525753,2.611780939,2.223025286,65.396,#FFFF00
Norway,1972,Europe & Central Asia,16.8,10,2.49,77.36,71.15,74.17926829,0,19.88446456,2.548813474,2.201123559,66.23,#FFFF00
Norway,1973,Europe & Central Asia,16.3,10,2.38,77.51,71.33,74.34463415,0,20.61635382,2.491321441,2.171008684,66.725,#FFFF00
Norway,1974,Europe & Central Asia,15.5,10.1,2.23,77.71,71.33,74.44219512,0,21.34824308,2.474895145,2.157320105,67.216,#FFFF00
Norway,1975,Europe & Central Asia,14.9,9.9,2.13,77.96,71.7,74.75365854,0,22.08013234,2.466681998,2.165533252,67.703,#FFFF00
Norway,1976,Europe & Central Asia,14,9.9,1.98,78.07,71.72,74.81756098,0,22.8120216,2.45846885,2.162795536,68.187,#FFFF00
Norway,1977,Europe & Central Asia,13.2,9.9,1.86,78.21,72.02,75.0395122,0,23.74731604,2.452993419,2.171008684,68.667,#FFFF00
Norway,1978,Europe & Central Asia,12.5,9.8,1.75,78.67,72.26,75.38682927,0,24.852856,2.461206566,2.184697263,69.142,#FFFF00
Norway,1979,Europe & Central Asia,12.7,10,1.77,78.63,72.36,75.41853659,0,25.99426075,2.463944282,2.201123559,69.614,#FFFF00
Norway,1980,Europe & Central Asia,12.6,10.2,1.75,78.82,72.17,75.41390244,0,27.37843723,2.611780939,2.266828739,70.081,#FFFF00
Norway,1981,Europe & Central Asia,12.4,10.1,1.72,79.17,72.34,75.67170732,0,29.32711986,2.562502053,2.231238433,70.545,#FFFF00
Norway,1982,Europe & Central Asia,12.3,10.2,1.7,79.27,72.63,75.86902439,0.040779678,31.68734831,2.562502053,2.258615592,70.787,#FFFF00
Norway,1983,Europe & Central Asia,12.4,10,1.71,79.54,72.65,76.01097561,0.269229037,34.70379085,2.578928349,2.294205898,70.918,#FFFF00
Norway,1984,Europe & Central Asia,12,10.2,1.66,79.56,72.74,76.06682927,0.569679637,37.71962141,2.587141496,2.316107625,71.049,#FFFF00
Norway,1985,Europe & Central Asia,12.1,10.2,1.66,79.61,73,76.22439024,0.944643869,40.09361288,2.611780939,2.33253392,71.18,#FFFF00
Norway,1986,Europe & Central Asia,12.3,10.7,1.68,79.41,72.59,75.91682927,1.520482215,42.36995146,2.619994087,2.338009352,71.31,#FFFF00
Norway,1987,Europe & Central Asia,12.6,10.5,1.71,79.76,72.89,76.24121951,2.090718766,44.70071558,2.652846677,2.368124227,71.44,#FFFF00
Norway,1988,Europe & Central Asia,13,10.7,1.74,79.58,72.75,76.08170732,2.870596552,46.6043547,2.655584393,2.368124227,71.57,#FFFF00
Norway,1989,Europe & Central Asia,13.7,10.7,1.84,79.56,73.04,76.2204878,3.623800751,48.00716317,2.672010688,2.381812806,71.699,#FFFF00
Norway,1990,Europe & Central Asia,14,10.7,1.89,79.84,73.32,76.5004878,3.973213143,49.06347434,2.713076426,2.403714533,71.828,#FFFF00
Norway,1991,Europe & Central Asia,14.4,10.9,1.93,79.8,73.43,76.53731707,4.641759278,50.28541108,2.672010688,2.354435647,71.956,#FFFF00
Norway,1992,Europe & Central Asia,14.3,10.5,1.92,80.1,74.01,76.98073171,5.499831432,51.57329249,2.765093028,2.428353976,72.265,#FFFF00
Norway,1993,Europe & Central Asia,14,10.4,1.88,80.36,74.16,77.18439024,6.601743926,52.93393729,2.745929017,2.403714533,72.665,#FFFF00
Germany,1980,Europe & Central Asia,10.5,12.1,1.38,75.725,69.25,72.40853659,0,23.8546562,53.2580987,34.53441412,72.787,#FFFF00
Germany,1981,Europe & Central Asia,11.1,12.2,1.44,76,69.514,72.67790244,0,25.80754295,53.04327901,34.45707903,72.844,#FFFF00
Germany,1982,Europe & Central Asia,11,12.2,1.43,76.275,69.788,72.95239024,0,27.38633348,52.87715178,34.3826082,72.989,#FFFF00
Germany,1983,Europe & Central Asia,11,12,1.41,76.55,70.07,73.23097561,0,28.59997475,52.69097471,34.29954458,73.107,#FFFF00
Germany,1984,Europe & Central Asia,10.6,12,1.33,76.824,70.358,73.51214634,0,29.66173063,52.50193338,34.27663048,73.103,#FFFF00
Germany,1985,Europe & Central Asia,10.4,11.8,1.29,77.096,70.647,73.79285366,0,30.9805043,52.3701773,34.23366654,72.943,#FFFF00
Germany,1986,Europe & Central Asia,10.5,12,1.37,77.36,70.926,74.06453659,0.001368883,32.18371061,52.25560679,34.24798786,72.711,#FFFF00
Germany,1987,Europe & Central Asia,10.9,11.9,1.43,77.613,71.187,74.32163415,0.0301052,33.12748418,52.15249334,34.25658064,72.617,#FFFF00
Germany,1988,Europe & Central Asia,11.2,11.6,1.43,77.852,71.424,74.55960976,0.061472735,34.05748679,51.91475955,34.2136167,72.205,#FFFF00
Germany,1989,Europe & Central Asia,11.4,11.5,1.46,78.078,71.637,74.77895122,0.124039681,34.9440666,51.83456019,34.22220949,72.999,#FFFF00
Germany,1990,Europe & Central Asia,11.2,11.5,1.42,78.293,71.83,74.98268293,0.204468776,36.05005749,51.71712543,34.22507375,72.976,#FFFF00
Germany,1991,Europe & Central Asia,11.4,11.6,1.45,78.501,72.012,75.17736585,0.338698748,39.61749973,51.64838312,34.28808753,73.118,#FFFF00
Germany,1992,Europe & Central Asia,10.4,11.4,1.33,78.7,72.1,75.3195122,0.656885288,41.41821372,49.08200384,33.10801134,73.269,#FFFF00
Germany,1993,Europe & Central Asia,10,11,1.29,79.2,72.6,75.8195122,1.190674527,43.39451533,48.55211526,32.84449918,73.36,#FFFF00
Germany,1994,Europe & Central Asia,9.8,11.1,1.28,79.2,72.7,75.87073171,2.157949827,44.99838456,49.15788268,33.44408799,73.381,#FFFF00
Germany,1995,Europe & Central Asia,9.5,10.9,1.24,79.6,73.1,76.27073171,3.009651998,46.88797331,49.57749706,33.81455702,73.343,#FFFF00
Germany,1996,Europe & Central Asia,9.4,10.8,1.25,79.7,73.3,76.42195122,4.479975831,50.51247917,49.67917502,33.9014609,73.286,#FFFF00
Germany,1997,Europe & Central Asia,9.7,10.8,1.3,79.9,73.6,76.67317073,6.609990079,52.88471743,49.66341058,33.90243204,73.232,#FFFF00
Germany,1998,Europe & Central Asia,9.9,10.5,1.35,80.3,74,77.07317073,9.912481627,54.13776819,49.64045266,33.89772239,73.17,#FFFF00
Germany,1999,Europe & Central Asia,9.6,10.4,1.36,80.6,74.5,77.47560976,16.66213257,55.72407307,49.77651711,34.03529884,73.104,#FFFF00
Germany,2000,Europe & Central Asia,9.4,10.3,1.36,80.8,74.8,77.72682927,28.08210875,57.74283302,49.14894836,33.87586681,73.064,#FFFF00
Germany,2001,Europe & Central Asia,9.3,10.2,1.38,81,75,77.92682927,57.71833398,60.1347399,48.91245164,33.82719587,73.067,#FFFF00
Germany,2002,Europe & Central Asia,8.9,10.1,1.35,81.3,75.5,78.32926829,67.14964818,62.60807984,48.82201204,33.85783892,73.113,#FFFF00
Germany,2003,Europe & Central Asia,8.7,10.2,1.34,81.2,75.4,78.22926829,70.65529898,64.13323461,48.63555581,33.79865849,73.174,#FFFF00
Germany,2004,Europe & Central Asia,8.6,10.3,1.34,81.3,75.6,78.3804878,77.33760059,64.72608168,48.74000172,33.90671139,73.233,#FFFF00
Germany,2005,Europe & Central Asia,8.6,9.9,1.36,81.6,75.9,78.6804878,85.06020667,65.02892276,48.77999828,34.11417266,73.289,#FFFF00
Germany,2006,Europe & Central Asia,8.3,10.1,1.34,81.8,76.2,78.93170732,94.55486999,65.35499592,48.83300837,34.13235463,73.355,#FFFF00
Germany,2007,Europe & Central Asia,8.2,10,1.33,82,76.4,79.13170732,102.2828888,64.96274637,48.59486121,34.02729984,73.494,#FFFF00
Germany,2008,Europe & Central Asia,8.3,10.1,1.37,82.3,76.9,79.53414634,115.1403608,63.53286218,48.61330198,34.06372788,73.695,#FFFF00
Germany,2009,Europe & Central Asia,8.3,10.3,1.38,82.4,77.2,79.73658537,126.5575074,60.32655158,48.53569687,34.22539655,73.895,#FFFF00
Germany,2010,Europe & Central Asia,8.1,10.4,1.36,82.5,77.3,79.83658537,126.2280577,64.55663525,48.43808267,34.26465104,74.093,#FFFF00
Germany,2011,Europe & Central Asia,8.3,10.5,1.39,82.6,77.5,79.98780488,106.4836959,63.72157819,47.91003242,33.98456551,74.291,#FFFF00
Germany,2012,Europe & Central Asia,8.1,10.4,1.36,83.2,78.4,80.74146341,109.6595675,62.00772023,47.96454084,34.06776257,74.488,#FFFF00
Germany,2013,Europe & Central Asia,8.4,10.8,1.38,83.3,78.6,80.89268293,111.5940398,60.50715795,47.81086819,33.95306134,74.688,#FFFF00
Finland,1980,Europe & Central Asia,13.3,9.1,1.64,77.55,68.97,73.15536585,0,34.55980757,8.429364063,7.877802948,70.97,#FFFF00
Finland,1981,Europe & Central Asia,13.1,9.2,1.63,77.85,69.24,73.44,0.491311351,36.40486968,8.325946354,7.777668341,71.727,#FFFF00
Finland,1982,Europe & Central Asia,13.2,9.2,1.64,78.09,69.61,73.74658537,0.589014682,38.2844963,8.262582488,7.72415378,72.528,#FFFF00
Finland,1983,Europe & Central Asia,13.7,9,1.71,78.58,70.22,74.29804878,0.70201103,39.94915186,8.167372534,7.632226928,73.373,#FFFF00
Finland,1984,Europe & Central Asia,13.8,9.3,1.74,78.36,70.24,74.20097561,0.870065829,41.64266187,8.044912834,7.588561673,74.202,#FFFF00
Finland,1985,Europe & Central Asia,13.4,9.2,1.69,78.76,70.48,74.51902439,1.065948629,43.12162882,7.963820217,7.517318362,75.015,#FFFF00
Finland,1986,Europe & Central Asia,12.8,9.8,1.64,78.51,70.14,74.22292683,1.37976292,44.66705792,7.907022555,7.468400144,75.808,#FFFF00
Finland,1987,Europe & Central Asia,12.4,9.6,1.6,78.76,70.56,74.56,1.733284322,46.16672895,7.857776027,7.418496996,76.567,#FFFF00
Finland,1988,Europe & Central Asia,12,9.7,1.59,78.71,70.67,74.59195122,2.144104654,47.90107223,7.905709314,7.482845793,77.291,#FFFF00
Finland,1989,Europe & Central Asia,12.8,9.9,1.69,78.69,70.66,74.57707317,2.790048075,49.87998512,7.791457369,7.375160051,78,#FFFF00
Finland,1990,Europe & Central Asia,12.8,9.9,1.71,78.9,70.88,74.79219512,3.82527312,51.97496828,7.832824453,7.422108408,78.691,#FFFF00
Finland,1991,Europe & Central Asia,13.1,10,1.78,78.88,70.94,74.81317073,5.171190195,53.536293,7.856462786,7.449029843,79.367,#FFFF00
Finland,1992,Europe & Central Asia,13,9.8,1.79,79.32,71.33,75.22756098,6.370787129,54.25021575,7.960865426,7.550149381,79.843,#FFFF00
Finland,1993,Europe & Central Asia,13.3,9.9,1.85,79.43,71.67,75.45536585,7.666908049,54.46080536,7.900784661,7.499917922,80.128,#FFFF00
Finland,1994,Europe & Central Asia,12.8,10.1,1.81,79.48,72.11,75.70512195,9.664672185,54.59154612,7.825929939,7.471026626,80.409,#FFFF00
Finland,1995,Europe & Central Asia,12.8,9.4,1.85,80.15,72.82,76.39560976,13.28153215,55.06734593,7.918513411,7.550149381,80.688,#FFFF00
Finland,1996,Europe & Central Asia,12.3,9.6,1.81,80.21,72.79,76.4095122,20.34240794,55.00985087,7.367280607,7.037328868,80.963,#FFFF00
Finland,1997,Europe & Central Asia,11.8,9.6,1.76,80.54,73.03,76.69341463,29.30153817,55.44261329,7.281919958,6.971338521,81.223,#FFFF00
Finland,1998,Europe & Central Asia,11.5,9.6,1.75,80.51,73.42,76.87853659,42.06724499,55.65330384,7.058669031,6.978561345,81.466,#FFFF00
